Domaine	Title	Nb_words_title	Text	Nb_words_text	Tag	URL
faits-divers	SCHILTIGHEIM : IL PROMÈNE SON CHIEN DANS UN PARC, DES CORNEILLES L'ATTAQUENT	12	Un homme a été attaqué par plusieurs corneilles, mercredi, dans un parc de Schiltigheim (Bas-Rhin). Il a publié des photos attestant de ses blessures sur le groupe Facebook «Schilick' Voisins Solidaires». Les clichés mis en ligne montrent une partie du crâne et du front de Serge Haller tâchés de sang, suite aux blessures infligées par les dangereux volatiles.  «Comme chaque matin, je promenais mon chien au parc du bout de la rue de Bretagne [...]. Je regarde, je vois un corbeau posé sur la clôture qui commence : croa, croa ! Puis un deuxième. Ils se mettent à me charger, moi et même le chien», a-t-il témoigné sur France 3 Grand Est. Interrogée par nos confrères, la Ligue de protection des oiseaux explique que le comportement agressif des corneilles résulte d'un phénomène de défense, lui-même inhérent à l'actuelle période de reproduction des volatiles.   	147	BAS-RHIN	https://www.cnews.fr/faits-divers/2021-06-03/schiltigheim-il-promene-son-chien-dans-un-parc-des-corneilles-lattaquent
faits-divers	JEUNE FILLE SÉQUESTRÉE ET TORTURÉE À RENNES : 5 GARDES À VUE	12	Une jeune fille de 17 ans a été torturée, violentée et menacée de mort par un groupe de jeunes à Rennes, ce lundi 31 mai. Elle était soupçonnée par ses agresseurs d’être à l’origine d’un compte Instagram qui dénigre les habitants d'un quartier de la ville. Cinq personnes âgées de 19 à 29 ans, et parmi lesquelles figurent 4 femmes, ont été placées en garde à vue. Alors qu’elle devait retrouver une connaissance près d’une patinoire, aux alentours de 18 heures, l’adolescente a été prise à partie par trois jeunes femmes, rapporte le Télégramme. Elles lui auraient asséné plusieurs coups au visage, et l’auraient forcée à monter à bord d’un véhicule sous la menace d’un pistolet à impulsion électrique. La victime aurait été transportée successivement dans plusieurs lieux, et encore violentée dans la voiture. La bande de jeunes femmes lui aurait ensuite ordonné de se dévêtir, ce que la victime a refusé. Elles lui auraient donc arraché son haut et son soutien-gorge, puis entaillé le bras avec un cutter. Elle aurait ensuite été traînée par les cheveux jusqu’à une station de métro, où elle aurait été à nouveau violentée par une quinzaine d’hommes et menacée de mort si elle portait plainte, avant d’être tondue par l’un d’entre eux. Ses agresseurs ont fini par prendre la fuite. Selon Ouest-France, la victime a été prise en charge au CHU de Rennes vers 21h30.  Le procureur de la République de Rennes a affirmé au quotidien régional que «tout sera mis en œuvre pour identifier les auteurs de ces faits et les interpeller». La sûreté départementale de Rennes a été saisie de l'enquête. 	271	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-03/jeune-fille-sequestree-et-torturee-rennes-5-gardes-vue-1088688
faits-divers	METZ : IL TENTE DE TUER SA COMPAGNE EN PLEINE RUE PUIS RETOURNE L'ARME CONTRE LUI	16	Armé d'un couteau, un homme a tenté de tuer sa compagne en pleine rue, ce jeudi 3 juin à Metz (Moselle). Après lui avoir asséné plusieurs coups, il s'est saisi d'une arme à feu et a tiré sur la victime deux fois, avant de retourner le canon contre lui. Selon une source proche du dossier à CNEWS, l'agression au couteau a été signalée à la police par un témoin, au niveau du boulevard d'Alsace, vers 13h50. Poursuivant sa compagne dans la rue, l'homme l'a d'abord aspergée de gaz lacrymogène avant de tenter de la tuer. Le couple, actuellement pris en charge par les secours, était en instance de séparation. D'après les informations de CNEWS, les pronostics vitaux de la victime comme de l'agresseur sont engagés. L'homme présente notamment une plaie par balle à la tempe. Par ailleurs, toujours d'après les informations recueillies par le service Police-Justice de CNEWS, le suspect avait été condamné dans le passé à de la prison avec sursis pour violences conjugales. En revanche, rien ne permet de dire à ce stade que la victime soit à l'origine d'une ou plusieurs de ces condamnations. De même, les investigations se poursuivent pour savoir à quand elles remontent. Un point presse est prévu demain, vendredi 4 juin, à 15h à la bibliothèque du tribunal de Metz. Il permettra au procureur de fournir davantage d'informations concernant cette affaire.	228	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-03/metz-il-tente-de-tuer-sa-compagne-en-pleine-rue-puis-retourne-larme-contre
faits-divers	SUITE À UNE BLAGUE, DES PARENTS SONT ARRÊTÉS ET SÉPARÉS DE LEUR BÉBÉ	13	"L’histoire semble surréaliste, mais elle est pourtant bien réelle. A Perpignan, dans les Pyrénées-Orientales, des parents ont lancé une blague au sujet de leur bébé, loin de se douter que la plaisanterie allait prendre une tournure aussi dramatique. Ce couple de gens du voyage originaire du Nord de la France, qui s’était rendu dans la région pour un mariage, discutait dans la rue avec une lointaine connaissance quand la jeune mère, qui était avec son nouveau-né, a lancé à son interlocuteur en plaisantant : «Elle est belle ma fille, je vous la vends ! Mais attention, elle n'a pas de prix !».  Prenant sa remarque au pied de la lettre et considérant qu'elle voulait vraiment vendre son enfant, l'interlocuteur a immédiatement alerté la police municipale. Quelques minutes plus tard, le couple a été arrêté, mis en garde à vue et séparé de son bébé. Le juge a formulé une ordonnance de placement provisoire pour le bébé de quatre mois, qui a été envoyé dans une pouponnière, révèle France3. Dès le lundi, le couple a été jugé en comparution immédiate. «Le ministère public a considéré que les faits étaient suffisamment graves, qu'il y avait réellement volonté d'abandonner l'enfant. Il a requis six mois de prison avec sursis, pour ""donner une leçon"" aux parents», a expliqué Me Matthieu Vouchet, l'avocat des parents, qualifiant ce dossier d'«insensé». Le tribunal a finalement relaxé les parents, mais tout n'est pas encore gagné. Ils ne peuvent en effet toujours pas voir leur enfant en raison d'une seconde procédure, déclenchée par l'ordonnance de placement provisoire. «La maman, sujette à l'épilepsie, est dans un état de stress absolu, elle ne demande qu'à revoir son bébé», a indiqué l'avocat, jugeant que «cette procédure représente le côté absurde et rigide que peut parfois avoir la justice». Après avoir insisté, l'audience, initialement prévue le 10 juin, a pu être avancée à ce jeudi après-midi."	314	JUSTICE	https://www.cnews.fr/faits-divers/2021-06-03/suite-une-blague-des-parents-sont-arretes-et-separes-de-leur-bebe-1088745
faits-divers	DOUBS : 62 ÉLÈVES D’UN COLLÈGE VICTIMES D’UNE INTOXICATION ALIMENTAIRE	10	Le collège Pierre Vernier à Ornans, dans le Doubs, a été touché par une vague d’intoxications alimentaires. Le 31 mai dernier, 62 des 520 élèves de l’établissement ayant mangé à la cantine sont tombés malades, victimes principalement de maux de ventre, trois heures après le repas du midi. Des événements identiques à ceux d’un autre établissement du département, le lycée agricole Dannemarie sur Crête, dont, le 26 mai dernier, 8 élèves avaient dû être hospitalisés. Les élèves intoxiqués des deux établissements auraient consommé le même produit, un lot de fromage blanc aux fruits d’une fromagerie du département, a souligné l'enquête de la DDETSPP ( direction départementale de l'emploi, du travail, des solidarités et de la protection des populations). Le cabinet du préfet du Doubs indique quant à lui qu'une investigation est en cours afin «d'écarter les risques de contamination pour les lots de fromages blancs commercialisés en pot e 500 g destinés au grand public».	155	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-02/doubs-62-eleves-dun-college-victimes-dune-intoxication-alimentaire-1088392
faits-divers	LORIENT : ALCOOLISÉ À UN RENDEZ-VOUS AVEC LE JUGE POUR ENFANTS, IL GIFLE LE PERSONNEL DU TRIBUNAL	17	Son cas ne s'améliore pas. Un père de famille, qui avait rendez-vous avec une juge pour enfants la semaine dernière, s’est présenté fortement alcoolisé, avant d’agresser des agents du tribunal correctionnel de Lorient. L’homme de 38 ans, qui réclamait la fin du placement de son enfant, a été contrôlé après les faits avec 2,44 grammes d’alcool par litre de sang, rapporte Ouest-France. Lorsque la juge lui a signifié qu’elle n’accéderait pas à sa requête, et qu’il ne récupérerait donc pas la garde de son fils, il est entré dans une violente colère. Dans les couloirs du tribunal de Lorient, il a d’abord giflé un agent, puis en a blessé un autre au poignet. Avec l’aide d’un troisième collègue, ils ont tout de même réussi à le menotter. Jugé en comparution immédiate lundi, il a reconnu son alcoolisme et a reconnu lui-même pouvoir être dangereux lorsqu’il boit. Déjà condamné à de multiples reprises, il l’a été une nouvelle fois, à douze mois de prison dont six avec sursis. Un précédent sursis de trois mois a par ailleurs été révoqué. Le père de famille a été placé en détention.	187	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-02/lorient-alcoolise-un-rendez-vous-avec-le-juge-pour-enfants-il-gifle-le
faits-divers	ESPAGNE : AGRESSÉE SEXUELLEMENT PAR SON PATRON, ELLE LUI COUPE LE PÉNIS AVEC UN COUTEAU	15	Suspectée d'avoir coupé le pénis de son employeur, qu'elle accuse d'agressions sexuelles et de harcèlement, une femme a été placée en garde à vue dans la nuit de lundi à mardi, à Sant Andreu de la Barca près de Barcelone, en Espagne. Elle a confié aux policiers que son patron, gérant de bar, lui faisait subir des agressions et un harcèlement sexuels et qu'elle en avait plus qu'assez de ses attaques répétées. La nuit des faits, la femme affirme qu'il aurait encore tenté de l'agresser, rapporte le journal espagnol la Cadena Ser. La salariée a été placée en garde à vue pour coups et blessures et l'homme a été transporté à l'hôpital. Les autorités ont fait savoir qu'elles allaient l'arrêter pour l'entendre sur ces soupçons d'agressions sexuelles. L'affaire n'est pas sans rappeler celle d'une femme indienne qui avait, en 2018, tranché le pénis d'un voisin qui la harcelait, avant de le conduire à l'hôpital pour lui sauver la vie.	159	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-02/espagne-agressee-sexuellement-par-son-patron-elle-lui-coupe-le-penis-avec-un
faits-divers	SEINE-ET-MARNE : UN DÉTENU EN PERMISSION S’ATTAQUE VIOLEMMENT À UNE FEMME À COUPS DE MARTEAU	15	Une femme de 58 ans a été violemment agressée à coups de marteau, ce lundi 31 mai, à La Genevraye (Seine-et-Marne) par un homme qui lui a volé son portable. Après avoir pris la fuite, l’homme, qui bénéficiait d’une permission de sortie, s’est rendu à la police. Ce sont des cyclistes qui ont alerté la police en début d'après-midi. La victime, qui se baladait le long du canal de Loing, se trouvait en position fœtale et présentait des blessures au visage ainsi qu'une plaie ouverte au niveau du crâne. La quinquagénaire, qui était consciente, a été transportée à l'hôpital Henri-Mondor de Créteil (Val-de-Marne). Le jour-même, peu de temps après les faits, un homme s’est rendu au commissariat de Nemours (Seine-et-Marne).  Le trentenaire a reconnu avoir frappé à plusieurs reprises une promeneuse à l’aide d’un marteau et a indiqué avoir jeté son arme dans le canal. Il a été placé en garde à vue. Condamné à dix ans de prison pour des faits de viol commis en 2016, il bénéficiait d'une permission de sortie depuis le 27 mai 2021, pour une raison qui n'est pas encore connue. Pour l’heure, le Parquet de Melun ne souhaite pas communiquer sur cette affaire.	200	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-01/seine-et-marne-un-detenu-en-permission-sattaque-violemment-une-femme-coups
faits-divers	DOUBS : L'AUXILIAIRE DE VIE AURAIT DÉROBÉ 140.000 EUROS AU VIEIL HOMME DONT ELLE S'OCCUPAIT	15	"Les comptes bancaires à sec de ce vieil homme âgé de 86 ans ont fini par alerter la compagnie d'assurance. Alors qu'il n'était plus en mesure de payer sa place en Ehpad, près de Besançon (Doubs), les soupçons se sont dirigés vers son ancienne auxiliaire de vie, qui lui aurait dérobé 140.000 euros. Cette femme d'une soixantaine d'années intervenait au domicile de la victime à l'été 2019, avant que cette dernière soit admise en Ehpad. Alertés par la situation bancaire du vieil homme, sa compagnie d'assurance ainsi que l'Union départementale des associations familiales (Udaf) du Doubs ont émis un signalement. Le service des fraudes de la sûreté départementale s'est alors saisi de l'affaire. [#GoodJob]

Abus de faiblesse : 160 000 € de préjudice

3 femmes identifiées et convoquées en justice

Bravo aux du Groupe des enquêtes administratives et des Fraudes de la Sûreté Départementale du Doubs pour cette minutieuse enquête.

https://t.co/O6KvSuRa0J — Police Nationale 25 (@PoliceNat25) June 1, 2021 Les agents se sont rapidement intéressés à l'auxiliaire de vie et leurs recherches ont conduit à la saisie de 43 objets chez elle, parmi lesquels un téléviseur, un piano, un ordinateur et même un véhicule. Selon France Bleu, un camion a été nécessaire pour tout emmener. L'enquête a révélé que cette femme pouvait encore accéder au domicile de la victime après son départ en Ehpad. Elle est soupçonnée d'avoir vidé quatre comptes bancaires, en utilisant la carte bancaire du vieil homme, mais aussi son carnet de chèques et des virements. Par ailleurs, les policiers soupçonnent l'auxiliaire de vie d'avoir volé environ 20.000 euros à une autre personne âgée dont elle s'occupait. Le préjudice total s'élèverait donc à 160.000 euros. Arrêtée et placée en garde à vue la semaine dernière, elle a finalement été libérée vendredi 28 mai et interdite d'exercer une profession en lien avec les personnes âgées. La suspecte doit être convoquée devant la justice en janvier 2022. Deux personnes de son entourage, qui ont reçu 23.500 euros de sa part et sont soupçonnées de complicité, seront également entendues."	335	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-01/doubs-lauxiliaire-de-vie-aurait-derobe-140000-euros-au-vieil-homme-dont-elle
faits-divers	BELGIQUE : UNE MÈRE ÉGORGÉE EN PLEINE RUE DEVANT SON ENFANT	11	Dimanche 30 mai, vers 19h40, une mère de famille qui promenait son bébé en poussette a été égorgée en pleine rue à Evere, en Belgique. «Un suspect a été interpellé dans la soirée dimanche et a été privé de sa liberté», a indiqué lundi le parquet de Bruxelles. «Le suspect sera auditionné par le juge d’instruction dans le délai de quarante-huit heures de privation de liberté», a-t-il ajouté. La victime, âgée de 36 ans, est la maman de trois enfants, d’après les autorités communales d’Evere relayées par les médias begles.  «Elle a reçu des coups au moyen d’un objet tranchant au niveau du cou. La victime est décédée à l’hôpital des suites de ses blessures», a expliqué le parquet. «Le bébé n’a pas été blessé», a-t-il précisé. «La famille de la victime a été prise en charge par les services d’aide aux victimes», a-t-il encore ajouté.  Ridouane Chahid, bourgmestre de la commune d’Evere, a présenté ses condoléances à la famille de la victime. «Le décès de cette maman de trois enfants est un drame pour sa famille, pour ses proches et pour la commune d’Evere. Nous sommes à leurs côtés et leur apporterons tout le soutien nécessaire. Les assistants de concertation de notre zone de police les accompagneront dans ces moments douloureux», a-t-il assuré. A ce stade, les motivations de ce meurtre atroce restent indéterminées. L'enquête qui vient de démarrer cherche encore à établir les circonstances précises et le déroulé des faits.  Le représentant du parquet, accompagné d'un juge d'instruction, ainsi que des experts de la police technique et scientifique, se sont rendus sur les lieux du crime. En attendant des précisions, la commune d'Evere a annoncé qu'elle organiserait une cérémonie «dans le courant de la semaine» pour rendre hommage à cette mère de famille.	298	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-06-01/belgique-une-mere-egorgee-en-pleine-rue-devant-son-enfant-1087967
faits-divers	CHAMPS-ÉLYSÉES : UN AUTOMOBILISTE ÉCRASE UN HOMME APRÈS UNE ALTERCATION	10	"Ce lundi après-midi, un homme a été écrasé volontairement par un automobiliste sur l’avenue des Champs-Élysées à Paris, après une altercation. Plusieurs vidéos de l’agression ont été diffusées sur les réseaux sociaux. Plusieurs passants ont filmé la scène et l’ont diffusée sur les réseaux sociaux. On y voit la victime donner un coup de pied dans une voiture BMW grise, avant que celle-ci ne lui fonce dessus. Le véhicule fait ensuite marche arrière et percute de nouveau la victime, avant que le conducteur ne soit interpellé par les agents de police qui se trouvaient à proximité. Sur certaines vidéos, on peut voir les policiers obligés de casser la vitre de la voiture de l'automobiliste, qui aurait refusé de leur ouvrir. La victime a été transportée par les pompiers à l'hôpital Bichat, en «urgence relative». #Cergy pic.twitter.com/ukfFTnDcTp — LeBoss James (@leboss_james) May 31, 2021 Aux #champselysees, un homme a volontairement percuté un jeune homme avant que la #police ne l'arrête. #Paris

Ça va trop loin Stop !!! pic.twitter.com/KHtCsusQqZ — Tracy (M) (@Tracy19M) May 31, 2021 Jpp brulux il est vraiment fou @bruluxx pic.twitter.com/tYKx1M3w8p — BooskaTunisien 22 (@BooskaTns) May 31, 2021 Selon les informations du quotidien, le suspect a été emmené au commissariat de police, et a refusé de se soumettre au test de dépistage de stupéfiants. Une enquête est en cours."	219	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-31/champs-elysees-un-automobiliste-ecrase-un-homme-apres-une-altercation
faits-divers	FÉMINICIDE À DOUAI : LE CONJOINT DE LA VICTIME MIS EN EXAMEN ET PLACÉ EN DÉTENTION PROVISOIRE	17	Une femme a été retrouvée morte dans la nuit de dimanche à lundi 31 mai, à Douai, dans le Nord, avec de multiples hématomes. Son conjoint a été mis en examen du chef d’homicide volontaire par conjoint, et placé en détention provisoire. La victime avait pourtant déjà porté plainte plusieurs fois contre lui. Le procureur de la République de Douai, Frédéric Teillet, a indiqué dans un communiqué que les services de police sont intervenus une première fois au domicile du couple le dimanche vers 18h30, en raison d’un différend entre Karim B., âgé de 38 ans, et une voisine. Les policiers ont alors constaté que sa compagne présentait un hématome sous l’œil, et que le couple était visiblement alcoolisé. La femme aurait toutefois nié avoir été victime de violences. Vers 4h30 du matin, le conjoint a interpellé un passant en lui demandant d’appeler les secours, sa conjointe étant victime d’un «coma éthylique», selon ses dires. Lors que les secours sont arrivés sur place ils n’ont pu que constater le décès de la victime. Ils ont cependant relevé de «nombreuses traces de sang» dans l'appartement, et de multiples marques de coups sur le corps et le visage de la victime. C’est alors qu’ils ont appelé la police, qui s'est donc rendue pour la deuxième fois au domicile du couple. Le suspect est alors interpellé et placé en garde à vue. Le procureur a précisé qu’une autopsie était en cours, mais qu’«un examen du corps a pu être réalisé par un médecin légiste qui a constaté : de multiples ecchymoses sur l’ensemble du corps, avec un traumatisme crânien grave, pour lequel l’utilisation d’un objet contondant est favorisée.» Suspecté du meurtre de sa conjointe, Karim. B aurait cependant nié «avoir commis une quelconque violence» envers sa femme, et affirme qu’elle s’est infligée ces violences elle-même, «sous l'effet de l’alcool».  Déjà condamné douze fois, aucune des mentions sur son casier judiciaire ne fait état de violences conjugales, mais plutôt de «vols, outrages, dégradations, menaces et violences». Il était par ailleurs porteur d’un bracelet électronique dans le cadre d’un aménagement de peine pour une autre affaire au moment des faits. En décembre 2018, le tribunal correctionnel avait condamné Karim B. à une peine de 8 mois d’emprisonnement pour «outrages, menaces, dégradations», mais aussi pour violences à l’encontre de sa femme. Il avait cependant été relaxé pour les faits de violences conjugales, sa conjointe étant revenue sur ses accusations. La victime avait en outre déjà porté plainte deux fois contre son conjoint : une première fois en 2019 pour «menaces de mort», qui avait été classée sans suite car elle ne s’était pas présentée au commissariat pour être entendue après son dépôt de plainte, et car un de ses proches «attestait de l'alcoolisme de cette dernière qui la rendait violente envers Karim B.» ; une deuxième fois en mai 2021, plainte qui était en cours d’instruction mais encore une fois, la victime n’avait pas répondu aux convocations des policiers. 	495	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-31/feminicide-douai-le-conjoint-de-la-victime-mis-en-examen-et-place-en
faits-divers	MARSEILLE : UN AUTOMOBILISTE EN ÉTAT D'IVRESSE PERCUTE PLUSIEURS TABLES D'UNE TERRASSE	12	Deux personnes ont été blessées après qu’un automobiliste sous l’empire de l’alcool a percuté plusieurs tables d’une terrasse, ce vendredi 29 mai, à Marseille (Bouches-du-Rhône). Les faits se sont produits en tout début de soirée sur le boulevard Chave, rapporte France Bleu Provence. Alors que des dizaines de clients sirotaient un dernier verre avant le couvre-feu, le conducteur de 23 ans a tenté de faire un demi-tour sur une voie à sens-unique, bordée d’un côté par la terrasse et de l’autre par les rails du tramway. En réalisant sa manœuvre, le vingtenaire a alors fauché des tables, faisant deux blessés légers et provoquant des dégâts matériels. Compte tenu des circonstances, le bilan humain aurait pu être bien plus lourd. Heureusement, une jardinière séparait la terrasse de la route, évitant ainsi un potentiel drame, précisent nos confrères. Originaire de Charente-Maritime, l’homme a ensuite pris la fuite avant d’être interpellé par la police. Soumis à un test d'alcoolémie, l’homme, qui n’est pas connu des services de police, avait un gramme d'alcool par litre de sang. Il a été placé en cellule de dégrisement, où il a été interrogé ce samedi matin par les forces de l’ordre.	194	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-31/marseille-un-automobiliste-en-etat-divresse-percute-plusieurs-tables-dune
faits-divers	UN AVION RYANAIR CONTRAINT DE SE POSER À BERLIN APRÈS UNE ALERTE À LA BOMBE	15	Dans la nuit de dimanche à lundi, un avion Ryanair reliant Dublin à Cracovie a dû atterrir en urgence à Berlin (Allemagne), suite à une alerte à la bombe. Celle-ci s'est finalement révélée sans fondement et l'appareil a pu poursuivre son vol. «Les mesures de sécurité de la police ont pris fin sans qu'aucun danger ne soit détecté», a indiqué auprès de l'Agence France-Presse (AFP) une porte-parole de la police berlinoise. «Les passagers ont pu reprendre leur vol vers la Pologne à bord d'un appareil de rechange», a-t-elle ajouté. L'avion, qui transportait 160 personnes, a atterri à 20h08 heure locale (18H08 GMT) sur une piste de l'aéroport Berlin-Brandebourg. Les bagages des passagers ont été déposés sur le tarmac pour être fouillés par des équipes cynophiles et l'appareil était entouré de plusieurs véhicules de police et de pompiers, ont rapporté les médias allemands. «L'appareil de la compagnie Ryanair a demandé un atterrissage d'urgence et obtenu immédiatement une autorisation», a indiqué au quotidien Bild le porte-parole de l'aéroport, Jan-Peter Hack, soulignant que les voyageurs ont pu se restaurer dans le terminal.	179	INCIDENT	https://www.cnews.fr/faits-divers/2021-05-31/un-avion-ryanair-contraint-de-se-poser-berlin-apres-une-alerte-la-bombe
faits-divers	A PARIS, UNE PROCESSION CATHOLIQUE TRADITIONALISTE ATTAQUÉE PAR DES ANTIFASCISTES	10	"Une procession en mémoire des victimes catholiques de la Commune de Paris a été attaquée par des antifas, samedi 29 mai. Organisée à l'appel de cinq paroisses du XXe arrondissement et du diocèse de Paris, la manifestation rassemblait quelque 300 fidèles qui devaient cheminer pendant 4 km jusqu'à l'église Notre-Dame-des-Otages, construite à l'endroit où une cinquante de prisonniers, dont onze religieux, avaient été exécutés par des communards au cours de la Semaine sanglante, en mai 1871. Partis du square de la Roquette, lieu d'exécution de l'archevêque de Paris Mgr Georges Darboy le 24 mai 1871, les membres de cette «marche des Martyrs» ont rencontré près du cimetière du Père Lachaise d'autres manifestants venus, eux, célébrer la Commune de Paris. Munis de drapeaux rouges, ces derniers ont invectivé les fidèles au cri d'«à bas les Versaillais», surnom donné aux troupes du gouvernement ayant réprimé la Commune. Aujourd'hui, une procession #catholique en souvenir des prêtres assassinés lors de la Commune de 1871 a été honteusement attaquée par des militants d'ultra-gauche.


Pensée et soutien indéfectible aux pèlerins.


Nous resterons attentifs à la réponse apportée par la @prefpolice. pic.twitter.com/AkCcvPbXsb — FIDE (@FIDEassociation) May 29, 2021 Plus loin, un groupe de jeunes identifiés comme des militants antifascistes s'en sont pris à la procession, bousculant les fidèles et jetant des poubelles sur le cortège. Selon Le Figaro, deux sexagénaires sont tombés au sol et un homme blessé au crâne a été emmené à l'hôpital. Les fidèles catholiques se sont réfugiés dans l'église Notre-Dame-de-la-Croix en attendant le retour au calme. La préfecture n'avait prévu qu'un seul agent pour sécuriser l'événement, toujours selon Le Figaro. «La liberté de culte doit pouvoir s'exercer en toute sérénité dans notre pays», a réagi sur Twitter le ministre de l'Intérieur Gérald Darmanin.  Hier, à Paris, des catholiques ont été pris à partie par des individus violents en marge d’une procession. La liberté de culte doit pouvoir s’exercer en toute sérénité dans notre pays. Pensées pour les catholiques de France. — Gérald DARMANIN (@GDarmanin) May 30, 2021 Tout juste 150 ans après, la Commune de Paris continue de nourrir de vives tensions. Une mémoire conflictuelle oppose encore partisans et contempteurs de cet épisode de la guerre de 1870-1871 qui a vu une partie du peuple de Paris se révolter contre le gouvernement et fonder un régime éphèmère considéré comme un laboratoire du socialisme et de la démocratie directe."	394	COMMÉMORATIONS	https://www.cnews.fr/faits-divers/2021-05-30/paris-une-procession-catholique-attaquee-par-des-antifascistes-1087229
faits-divers	CREUSE : UNE FEMME ATTAQUÉE AU COUTEAU PAR SON EX-CONJOINT	10	Une sexagénaire a été agressée au couteau par son ex-conjoint, vendredi 28 mai au matin, à Saint-Dizier-les-Domaines (Creuse), à une vingtaine de kilomètres de Guéret. C'est dans sa voiture que la victime, originaire d'Auvergne tout comme l'agresseur, a reçu plusieurs coups de couteau aux jambes et aux bras. Alors qu'elle s'apprêtait à prendre le volant, l'homme a «surgi de nulle part», selon le procureur de la République de Guéret, Bruno Sauvage. Des témoins de la scène ont prévenu les gendarmes. L'individu, qui est aussi le père du fils de la femme agressée, a pris la fuite et a été arrêté plusieurs heures après les faits, vers 17 h. La victime a été hospitalisée et se trouvait, au lendemain des faits samedi, dans un état stable. Le suspect a été placé en garde à vue après son interpellation pour «tentative d'assassinat». L'individu a déjà été reconnu coupable de violences conjugales alors qu'il était encore en couple avec la victime, selon le quotidien régional La Montagne. Le 18 mai 2021, il avait été condamné à neuf mois de sursis probatoire pour des faits de violence et de détention d'arme. La femme détenait à ce titre un téléphone «grave danger» mais n'a pas eu le temps de le déclencher au moment de l'agression.	210	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-30/creuse-une-femme-attaquee-au-couteau-par-son-ex-conjoint-1087133
faits-divers	XAVIER DUPONT DE LIGONNÈS : UNE ABBAYE DE L'INDRE PERQUISITIONNÉE APRÈS UN SIGNALEMENT	13	Xavier Dupont de Ligonnès est-il encore vivant et, si oui, où est-il ? Dix ans après les meurtres de son épouse et de ses quatre enfants à Nantes, pour lesquels il est le principal suspect, la police poursuit ses recherches. Mardi 18 mai, les enquêteurs ont perquisitionné une abbaye de l'Indre, guidés par un témoignage jugé convaincant. Selon les informations du Journal du dimanche (JDD), les policiers de la PJ de Nantes et ceux de l'Office central pour la répression des violences aux personnes (OCRVP) avaient échangé avec un témoin affirmant que Xavier Dupont de Ligonnès se cachait dans l'abbaye Saint-Michel-en-Brenne, aux environs de Châteauroux. Dépêchés sur place, les enquêteurs n'ont toutefois pas trouver le fugitif. Ce n'est pas la première fois que la police traque Xavier Dupont de Ligonnès, de confession catholique, au sein d'une abbaye. Ils s'étaient intéressés une première fois à l'abbaye Sainte-Madeleine du Barroux, dans le Vaucluse, puis à celle de Roquebrune-sur-Argens (Var). L'abbaye de Saint-Michel-en-Brenne, perquisitionnée ce mardi 18 mai, a déjà fait parler d'elle par le passé. En 1989, les gendarmes à la recherche de Paul Touvier, ancien milicien pétainiste condamné pour crime contre l'humanité, avaient retrouvé une partie de ses bagages et archives dans le bâtiment. Signe qu'il s'y était réfugié. L'histoire ne s'est pas répétée puisqu'aucun élément pouvant être lié à Xavier Dupont de Ligonnès n'a été identifié au sein de l'abbaye. La dernière fois que le fugitif a été aperçu remonte donc au mois d'avril 2011, lorsque des images de vidéosurveillance le montraient, retirant de l'argent à un distributeur de Roquebrune-sur-Argens.	260	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-30/xavier-dupont-de-ligonnes-une-abbaye-de-lindre-perquisitionnee-apres-un
faits-divers	ORNE : UNE GENDARMERIE VISÉE PAR DES TIRS DE MORTIER	10	La gendarmerie de Flers, dans l'Orne, a été pris à partie par un groupe d'individus. Des tirs de mortier ont visé la caserne ce vendredi 28 mai vers 23 heures. Neuf véhicules ont été incendiés. Selon Ouest-France, ces individus ont pris la fuite, néanmoins trois d'entre eux ont été interpellés dans la nuit. Ils ont été relâchés à l'issue de leur garde à vue ce samedi matin, faute de preuves, précise le quotidien local. Les projectiles lancés sur la gendarmerie n'ont pas fait de blessés. Au total, une trentaine de gendarmes et de policiers ont dû être déployés jusqu’à 4h du matin. Les pompiers ont également dû intervenir car la dizaine d'individus ont incendié neuf véhicules incluant des voitures, une tractopelle et un fourgon utilitaire.	125	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-30/orne-une-gendarmerie-visee-par-des-tirs-de-mortier-1087073
